Date,Time,TC,TS,Clo,Act
2020-10-25,17:30,4,4,0.36,3.8
2020-10-25,18:00,4,4,0.36,3.8
2020-10-25,18:30,4,4,0.74,2
2020-10-25,19:00,4,4,0.74,1.1
2020-10-25,19:30,4,4,0.74,1
2020-10-25,20:00,4,4,0.74,1
2020-10-25,20:30,4,4,0.74,1
2020-10-25,21:00,4,4,0.74,1.4
2020-10-25,21:30,4,4,0.74,1.1
2020-10-25,22:00,4,4,0.61,1.1
2020-10-25,22:30,4,4,0.61,1
2020-10-25,23:00,4,4,0.61,1
2020-10-25,23:30,4,4,0.61,1
